Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
10.7,51.5,1.83,344,25.8
10.7,51.5,1.83,344,25.8
10.7,51.6,1.83,344,25.8
10.7,51.6,1.83,344,25.8
10.7,51.6,1.83,344,25.8
10.7,51.6,1.83,344,25.8
10.7,51.6,1.83,344,25.8
10.7,51.6,1.83,344,25.8
10.7,51.7,1.83,344,25.8
10.7,51.7,1.83,344,25.8
10.7,51.7,1.83,345,25.8
10.7,51.7,1.83,345,25.9
10.7,51.7,1.83,345,25.9
10.7,51.7,1.83,345,25.9
10.7,51.7,1.83,345,25.9
10.7,51.8,1.83,345,25.9
10.7,51.8,1.83,345,25.9
10.7,51.8,1.84,345,25.9
10.7,51.8,1.83,345,25.9
10.7,51.8,1.83,345,25.9
10.7,51.8,1.83,346,25.9
10.7,51.8,1.83,346,25.9
10.7,51.9,1.83,346,25.9
10.7,51.9,1.83,346,25.9
10.7,51.9,1.83,346,26.0
10.7,51.9,1.83,346,26.0
10.7,51.9,1.83,346,26.0
10.7,51.9,1.83,346,26.0
10.7,51.9,1.83,346,26.0
10.7,52.0,1.83,346,26.0
10.7,52.0,1.83,347,26.0
10.7,52.0,1.83,347,26.0
10.5,52.0,1.80,347,26.0
10.7,52.0,1.83,347,26.0
10.7,52.0,1.83,347,26.0
10.5,52.1,1.80,347,26.0
10.7,52.1,1.83,347,26.0
10.7,52.1,1.83,347,26.0
10.7,52.1,1.83,347,26.1
10.7,52.1,1.83,347,26.1
10.7,52.1,1.83,348,26.1
10.7,52.1,1.83,348,26.1
10.7,52.2,1.83,348,26.1
10.7,52.2,1.83,348,26.1
10.7,52.2,1.83,348,26.1
10.7,52.2,1.83,348,26.1
10.7,52.2,1.83,348,26.1
10.7,52.2,1.83,348,26.1
10.7,52.2,1.83,348,26.1
10.7,52.3,1.83,348,26.1
10.7,52.3,1.83,349,26.1
10.7,52.3,1.83,349,26.2
10.7,52.3,1.83,349,26.2
10.7,52.3,1.83,349,26.2
10.7,52.3,1.83,349,26.2
10.7,52.3,1.83,349,26.2
10.8,52.4,1.86,349,26.2
10.7,52.4,1.83,349,26.2
10.7,52.4,1.83,349,26.2
10.7,52.4,1.83,349,26.2
10.8,52.4,1.86,349,26.2
10.7,52.4,1.83,350,26.2
10.7,52.5,1.83,350,26.2
10.8,52.5,1.86,350,26.2
10.7,52.5,1.83,350,26.2
10.7,52.5,1.83,350,26.3
10.8,52.5,1.86,350,26.3
10.8,52.5,1.86,350,26.3
10.8,52.5,1.86,350,26.3
10.8,52.6,1.86,350,26.3
10.8,52.6,1.86,350,26.3
10.8,52.6,1.86,351,26.3
10.8,52.6,1.86,351,26.3
10.8,52.6,1.86,351,26.3
10.8,52.6,1.86,351,26.3
10.8,52.6,1.86,351,26.3
10.8,52.7,1.86,351,26.3
10.8,52.7,1.86,351,26.3
10.8,52.7,1.86,351,26.4
10.8,52.7,1.86,351,26.4
10.8,52.7,1.86,351,26.4
10.8,52.7,1.86,352,26.4
10.8,52.8,1.86,352,26.4
10.8,52.8,1.86,352,26.4
10.8,52.8,1.86,352,26.4
10.8,52.8,1.86,352,26.4
10.8,52.8,1.86,352,26.4
11.0,52.8,1.89,352,26.4
10.8,52.8,1.86,352,26.4
11.0,52.9,1.89,352,26.4
11.0,52.9,1.89,352,26.4
11.0,52.9,1.89,353,26.4
10.9,52.9,1.87,353,26.5
10.8,52.9,1.86,353,26.5
10.9,52.9,1.87,353,26.5
11.0,52.9,1.89,353,26.5
11.0,53.0,1.89,353,26.5
10.8,53.0,1.86,353,26.5
10.8,53.0,1.86,353,26.5
11.0,53.0,1.89,353,26.5
11.0,53.0,1.89,353,26.5
11.0,53.0,1.89,354,26.5
11.0,53.0,1.89,354,26.5
11.0,53.1,1.89,354,26.5
11.0,53.1,1.89,354,26.5
11.0,53.1,1.89,354,26.6
11.0,53.1,1.89,354,26.6
11.0,53.1,1.89,354,26.6
11.0,53.1,1.89,354,26.6
11.0,53.2,1.89,354,26.6
11.0,53.2,1.89,354,26.6
11.0,53.2,1.89,355,26.6
11.0,53.2,1.89,355,26.6
11.0,53.2,1.89,355,26.6
11.0,53.2,1.89,355,26.6
11.0,53.2,1.89,355,26.6
11.0,53.3,1.89,355,26.6
11.0,53.3,1.89,355,26.6
11.0,53.3,1.89,355,26.6
11.0,53.3,1.89,355,26.7
11.0,53.3,1.89,355,26.7
11.0,53.3,1.89,356,26.7
11.0,53.3,1.89,356,26.7
11.0,53.4,1.89,356,26.7
11.0,53.4,1.89,356,26.7
11.0,53.4,1.89,356,26.7
11.0,53.4,1.89,356,26.7
11.0,53.4,1.89,356,26.7
11.0,53.4,1.89,356,26.7
11.0,53.5,1.89,356,26.7
11.0,53.5,1.89,356,26.7
11.0,53.5,1.89,357,26.7
11.0,53.5,1.89,357,26.8
11.0,53.5,1.89,357,26.8
11.0,53.5,1.89,357,26.8
11.2,53.5,1.92,357,26.8
11.1,53.6,1.90,357,26.8
11.0,53.6,1.89,357,26.8
11.0,53.6,1.89,357,26.8
11.0,53.6,1.89,357,26.8
11.0,53.6,1.89,357,26.8
11.2,53.6,1.92,358,26.8
11.2,53.6,1.92,358,26.8
11.2,53.7,1.92,358,26.8
11.2,53.7,1.92,358,26.8
11.2,53.7,1.92,358,26.8
11.2,53.7,1.92,358,26.9
11.2,53.7,1.92,358,26.9
11.2,53.7,1.92,358,26.9
11.2,53.7,1.92,358,26.9
11.2,53.8,1.92,358,26.9
11.2,53.8,1.92,359,26.9
11.2,53.8,1.92,359,26.9
11.0,53.8,1.90,359,26.9
11.2,53.8,1.92,359,26.9
11.2,53.8,1.92,359,26.9
11.2,53.9,1.92,359,26.9
11.2,53.9,1.92,359,26.9
11.2,53.9,1.92,359,26.9
11.2,53.9,1.92,359,27.0
11.2,53.9,1.92,359,27.0
11.2,53.9,1.92,360,27.0
11.2,53.9,1.92,360,27.0
11.2,54.0,1.92,360,27.0
11.2,54.0,1.92,360,27.0
11.2,54.0,1.92,360,27.0
11.3,54.0,1.95,360,27.0
11.2,54.0,1.92,360,27.0
11.2,54.0,1.92,360,27.0
11.2,54.0,1.92,360,27.0
11.2,54.1,1.92,360,27.0
11.2,54.1,1.92,360,27.0
11.2,54.1,1.92,361,27.1
11.3,54.1,1.95,361,27.1
11.2,54.1,1.92,361,27.1
11.2,54.1,1.92,361,27.1
11.3,54.1,1.93,361,27.1
11.2,54.2,1.92,361,27.1
11.3,54.2,1.95,361,27.1
11.3,54.2,1.95,361,27.1
11.3,54.2,1.95,361,27.1
11.3,54.2,1.95,361,27.1
11.2,54.2,1.92,362,27.1
11.3,54.3,1.95,362,27.1
11.3,54.3,1.95,362,27.1
11.3,54.3,1.95,362,27.1
11.3,54.3,1.95,362,27.2
11.3,54.3,1.95,362,27.2
11.3,54.3,1.95,362,27.2
11.3,54.3,1.95,362,27.2
11.3,54.4,1.95,362,27.2
11.3,54.4,1.95,362,27.2
11.3,54.4,1.95,363,27.2
11.3,54.4,1.95,363,27.2
11.3,54.4,1.95,363,27.2
11.3,54.4,1.95,363,27.2
11.3,54.4,1.95,363,27.2
11.3,54.5,1.95,363,27.2
11.3,54.5,1.95,363,27.2
11.3,54.5,1.95,363,27.3
11.3,54.5,1.95,363,27.3
11.4,54.5,1.96,363,27.3
11.3,54.5,1.95,364,27.3
11.3,54.6,1.95,364,27.3
11.3,54.6,1.95,364,27.3
11.5,54.6,1.98,364,27.3
11.5,54.6,1.98,364,27.3
11.5,54.6,1.98,364,27.3
11.5,54.6,1.98,364,27.3
11.5,54.6,1.98,364,27.3
11.3,54.7,1.95,364,27.3
11.3,54.7,1.95,364,27.3
11.5,54.7,1.98,365,27.3
11.5,54.7,1.98,365,27.4
11.5,54.7,1.98,365,27.4
11.5,54.7,1.98,365,27.4
11.5,54.7,1.98,365,27.4
11.5,54.8,1.98,365,27.4
11.5,54.8,1.98,365,27.4
11.5,54.8,1.98,365,27.4
11.5,54.8,1.98,365,27.4
11.5,54.8,1.98,365,27.4
11.5,54.8,1.98,366,27.4
11.5,54.8,1.98,366,27.4
11.5,54.9,1.98,366,27.4
11.5,54.9,1.98,366,27.4
11.5,54.9,1.98,366,27.5
11.5,54.9,1.98,366,27.5
11.5,54.9,1.98,366,27.5
11.5,54.9,1.98,366,27.5
11.5,55.0,1.98,366,27.5
11.5,55.0,1.98,366,27.5
11.5,55.0,1.98,367,27.5
11.5,55.0,1.98,367,27.5
11.5,55.0,1.98,367,27.5
11.5,55.0,1.98,367,27.5
11.5,55.0,1.98,367,27.5
11.5,55.1,1.98,367,27.5
11.7,55.1,2.00,367,27.5
11.7,55.1,2.00,367,27.5
11.7,55.1,2.00,367,27.6
11.7,55.1,2.00,367,27.6
11.5,55.1,1.98,368,27.6
11.7,55.1,2.00,368,27.6
11.7,55.2,2.00,368,27.6
11.7,55.2,2.00,368,27.6
11.7,55.2,2.00,368,27.6
11.7,55.2,2.00,368,27.6
11.7,55.2,2.00,368,27.6
11.7,55.2,2.00,368,27.6
11.7,55.2,2.00,368,27.6
11.7,55.3,2.00,368,27.6
11.7,55.3,2.00,369,27.6
11.7,55.3,2.00,369,27.7
11.7,55.3,2.00,369,27.7
11.7,55.3,2.00,369,27.7
11.7,55.3,2.00,369,27.7
11.7,55.4,2.00,369,27.7
11.7,55.4,2.00,369,27.7
11.7,55.4,2.00,369,27.7
11.5,55.4,1.98,369,27.7
11.5,55.4,1.98,369,27.7
11.5,55.4,1.98,370,27.7
11.5,55.4,1.98,370,27.7
11.5,55.5,1.98,370,27.7
11.5,55.5,1.98,370,27.7
11.5,55.5,1.98,370,27.7
11.3,55.5,1.95,370,27.8
11.5,55.5,1.98,370,27.8
11.5,55.5,1.98,370,27.8
11.5,55.5,1.98,370,27.8
11.5,55.6,1.98,370,27.8
11.5,55.6,1.98,371,27.8
11.5,55.6,1.98,371,27.8
11.7,55.6,2.00,371,27.8
11.5,55.6,1.98,371,27.8
11.5,55.6,1.98,371,27.8
11.5,55.7,1.98,371,27.8
11.7,55.7,2.00,371,27.8
11.5,55.7,1.98,371,27.8
11.5,55.7,1.98,371,27.9
11.7,55.7,2.00,371,27.9
11.5,55.7,1.98,372,27.9
11.7,55.7,2.00,372,27.9
11.5,55.8,1.98,372,27.9
11.7,55.8,2.00,372,27.9
11.7,55.8,2.00,372,27.9
11.7,55.8,2.00,372,27.9
11.7,55.8,2.00,372,27.9
11.7,55.8,2.00,372,27.9
11.7,55.8,2.00,372,27.9
11.7,55.9,2.00,372,27.9
11.7,55.9,2.00,372,27.9
11.7,55.9,2.00,373,28.0
11.7,55.9,2.00,373,28.0
11.7,55.9,2.00,373,28.0
11.7,55.9,2.00,373,28.0
11.7,55.9,2.00,373,28.0
11.7,56.0,2.00,373,28.0
11.7,56.0,2.00,373,28.0
11.7,56.0,2.00,373,28.0
11.7,56.0,2.00,373,28.0
11.7,56.0,2.00,373,28.0
11.7,56.0,2.00,374,28.0
11.7,56.1,2.00,374,28.0
11.7,56.1,2.00,374,28.0
11.7,56.1,2.00,374,28.0
11.7,56.1,2.00,374,28.1
11.7,56.1,2.00,374,28.1
11.7,56.1,2.00,374,28.1
11.7,56.1,2.02,374,28.1
11.7,56.2,2.00,374,28.1
11.8,56.2,2.03,374,28.1
11.7,56.2,2.00,375,28.1
11.8,56.2,2.03,375,28.1
11.8,56.2,2.03,375,28.1
11.7,56.2,2.00,375,28.1
11.8,56.2,2.03,375,28.1
11.7,56.3,2.00,375,28.1
11.7,56.3,2.00,375,28.1
11.8,56.3,2.03,375,28.2
11.8,56.3,2.02,375,28.2
11.8,56.3,2.03,375,28.2
11.8,56.3,2.03,376,28.2
11.8,56.3,2.03,376,28.2
11.8,56.4,2.03,376,28.2
11.8,56.4,2.03,376,28.2
11.8,56.4,2.03,376,28.2
11.8,56.4,2.03,376,28.2
11.8,56.4,2.03,376,28.2
11.8,56.4,2.03,376,28.2
11.8,56.5,2.03,376,28.2
11.8,56.5,2.03,376,28.2
11.8,56.5,2.03,377,28.2
12.0,56.5,2.06,377,28.3
11.8,56.5,2.03,377,28.3
11.8,56.5,2.03,377,28.3
12.0,56.5,2.06,377,28.3
12.0,56.6,2.06,377,28.3
12.0,56.6,2.06,377,28.3
12.0,56.6,2.06,377,28.3
11.8,56.6,2.03,377,28.3
11.8,56.6,2.03,377,28.3
12.0,56.6,2.06,378,28.3
11.9,56.6,2.05,378,28.3
12.0,56.7,2.06,378,28.3
11.8,56.7,2.03,378,28.3
11.3,56.7,1.95,378,28.4
11.3,56.7,1.95,378,28.4
11.3,56.7,1.95,378,28.4
11.3,56.7,1.95,378,28.4
11.3,56.8,1.95,378,28.4
11.3,56.8,1.95,378,28.4
11.3,56.8,1.95,379,28.4
11.3,56.8,1.95,379,28.4
11.3,56.8,1.95,379,28.4
11.5,56.8,1.98,379,28.4
11.5,56.8,1.98,379,28.4
11.5,56.9,1.98,379,28.4
11.5,56.9,1.98,379,28.4
11.5,56.9,1.98,379,28.4
11.5,56.9,1.98,379,28.5
11.5,56.9,1.98,379,28.5
11.5,56.9,1.98,380,28.5
11.5,56.9,1.98,380,28.5
11.5,57.0,1.98,380,28.5
11.5,57.0,1.98,380,28.5
11.5,57.0,1.98,380,28.5
11.5,57.0,1.98,380,28.5
11.5,57.0,1.98,380,28.5
11.6,57.0,2.00,380,28.5
11.5,57.0,1.98,380,28.5
11.7,57.1,2.00,380,28.5
11.7,57.1,2.00,381,28.5
11.7,57.1,2.00,381,28.6
11.7,57.1,2.00,381,28.6
11.7,57.1,2.00,381,28.6
11.7,57.1,2.00,381,28.6
11.7,57.2,2.00,381,28.6
11.7,57.2,2.00,381,28.6
11.7,57.2,2.00,381,28.6
11.7,57.2,2.00,381,28.6
11.8,57.2,2.02,381,28.6
11.7,57.2,2.00,382,28.6
11.8,57.2,2.03,382,28.6
11.8,57.3,2.03,382,28.6
11.8,57.3,2.03,382,28.6
11.8,57.3,2.03,382,28.6
11.8,57.3,2.03,382,28.7
11.8,57.3,2.03,382,28.7
11.8,57.3,2.03,382,28.7
11.8,57.3,2.03,382,28.7
11.8,57.4,2.03,382,28.7
11.8,57.4,2.03,383,28.7
11.8,57.4,2.03,383,28.7
11.8,57.4,2.03,383,28.7
11.8,57.4,2.03,383,28.7
11.8,57.4,2.03,383,28.7
12.0,57.5,2.06,383,28.7
12.0,57.5,2.06,383,28.7
12.0,57.5,2.06,383,28.7
11.8,57.5,2.03,383,28.8
12.0,57.5,2.06,383,28.8
12.0,57.5,2.06,383,28.8
12.0,57.5,2.06,384,28.8
12.0,57.6,2.06,384,28.8
12.0,57.6,2.06,384,28.8
12.0,57.6,2.06,384,28.8
12.0,57.6,2.06,384,28.8
12.0,57.6,2.06,384,28.8
12.0,57.6,2.06,384,28.8
12.0,57.6,2.06,384,28.8
12.0,57.7,2.06,384,28.8
12.0,57.7,2.06,384,28.8
12.0,57.7,2.06,385,28.8
12.0,57.7,2.06,385,28.9
12.0,57.7,2.06,385,28.9
12.2,57.7,2.09,385,28.9
12.2,57.7,2.09,385,28.9
12.2,57.8,2.09,385,28.9
12.2,57.8,2.09,385,28.9
12.2,57.8,2.09,385,28.9
12.0,57.8,2.06,385,28.9
12.2,57.8,2.09,385,28.9
12.0,57.8,2.06,386,28.9
12.2,57.9,2.09,386,28.9
12.2,57.9,2.09,386,28.9
12.2,57.9,2.09,386,28.9
12.2,57.9,2.09,386,29.0
12.2,57.9,2.09,386,29.0
12.2,57.9,2.09,386,29.0
12.2,57.9,2.09,386,29.0
12.2,58.0,2.09,386,29.0
12.2,58.0,2.09,386,29.0
12.2,58.0,2.09,387,29.0
12.2,58.0,2.09,387,29.0
12.2,58.0,2.09,387,29.0
12.2,58.0,2.09,387,29.0
12.2,58.0,2.09,387,29.0
12.2,58.1,2.09,387,29.0
12.2,58.1,2.09,387,29.0
12.2,58.1,2.09,387,29.1
12.2,58.1,2.09,387,29.1
12.2,58.1,2.09,387,29.1
12.2,58.1,2.09,388,29.1
12.2,58.1,2.09,388,29.1
12.2,58.2,2.09,388,29.1
12.2,58.2,2.09,388,29.1
12.2,58.2,2.09,388,29.1
12.2,58.2,2.09,388,29.1
12.2,58.2,2.09,388,29.1
12.3,58.2,2.12,388,29.1
12.3,58.3,2.12,388,29.1
12.3,58.3,2.12,388,29.1
12.3,58.3,2.11,389,29.1
12.3,58.3,2.12,389,29.2
12.3,58.3,2.12,389,29.2
12.3,58.3,2.12,389,29.2
12.3,58.3,2.12,389,29.2
12.3,58.4,2.12,389,29.2
12.3,58.4,2.12,389,29.2
12.3,58.4,2.12,389,29.2
12.3,58.4,2.12,389,29.2
12.3,58.4,2.12,389,29.2
12.3,58.4,2.12,390,29.2
12.3,58.4,2.12,390,29.2
12.3,58.5,2.12,390,29.2
12.3,58.5,2.12,390,29.2
12.3,58.5,2.12,390,29.3
12.3,58.5,2.12,390,29.3
12.3,58.5,2.12,390,29.3
12.3,58.5,2.12,390,29.3
12.3,58.6,2.12,390,29.3
12.3,58.6,2.12,390,29.3
12.3,58.6,2.12,391,29.3
12.3,58.6,2.12,391,29.3
12.3,58.6,2.12,391,29.3
12.3,58.6,2.12,391,29.3
12.3,58.6,2.12,391,29.3
12.3,58.7,2.12,391,29.3
12.3,58.7,2.12,391,29.3
12.3,58.7,2.12,391,29.3
12.5,58.7,2.15,391,29.4
12.3,58.7,2.12,391,29.4
12.5,58.7,2.15,392,29.4
12.5,58.7,2.14,392,29.4
12.5,58.8,2.15,392,29.4
12.5,58.8,2.15,392,29.4
12.5,58.8,2.15,392,29.4
12.5,58.8,2.15,392,29.4
12.5,58.8,2.15,392,29.4
12.5,58.8,2.15,392,29.4
12.5,58.8,2.15,392,29.4
12.5,58.9,2.15,392,29.4
12.5,58.9,2.15,393,29.4
12.5,58.9,2.15,393,29.5
12.5,58.9,2.15,393,29.5
12.5,58.9,2.15,393,29.5
12.5,58.9,2.15,393,29.5
12.5,59.0,2.15,393,29.5
12.5,59.0,2.15,393,29.5
12.5,59.0,2.15,393,29.5
12.5,59.0,2.15,393,29.5
12.5,59.0,2.15,393,29.5
12.5,59.0,2.15,394,29.5
12.5,59.0,2.15,394,29.5
12.5,59.1,2.15,394,29.5
12.3,59.1,2.12,394,29.5
12.3,59.1,2.12,394,29.5
12.3,59.1,2.12,394,29.6
12.3,59.1,2.12,394,29.6
12.3,59.1,2.12,394,29.6
12.3,59.1,2.12,394,29.6
12.3,59.2,2.12,394,29.6
12.3,59.2,2.12,394,29.6
12.3,59.2,2.12,395,29.6
12.3,59.2,2.12,395,29.6
12.3,59.2,2.12,395,29.6
12.3,59.2,2.12,395,29.6
12.3,59.2,2.12,395,29.6
12.3,59.3,2.12,395,29.6
12.3,59.3,2.12,395,29.6
12.5,59.3,2.15,395,29.7
12.5,59.3,2.15,395,29.7
12.5,59.3,2.15,395,29.7
12.5,59.3,2.15,396,29.7
12.3,59.4,2.12,396,29.7
12.5,59.4,2.15,396,29.7
12.5,59.4,2.15,396,29.7
12.5,59.4,2.15,396,29.7
12.5,59.4,2.15,396,29.7
12.5,59.4,2.15,396,29.7
12.5,59.4,2.15,396,29.7
12.5,59.5,2.15,396,29.7
12.5,59.5,2.15,396,29.7
12.5,59.5,2.15,397,29.7
12.5,59.5,2.15,397,29.8
12.5,59.5,2.15,397,29.8
12.5,59.5,2.15,397,29.8
12.5,59.5,2.15,397,29.8
12.5,59.6,2.15,397,29.8
12.5,59.6,2.15,397,29.8
12.5,59.6,2.15,397,29.8
12.5,59.6,2.15,397,29.8
12.5,59.6,2.15,397,29.8
12.6,59.6,2.16,398,29.8
12.7,59.7,2.18,398,29.8
12.7,59.7,2.18,398,29.8
12.5,59.7,2.15,398,29.8
12.7,59.7,2.18,398,29.9
12.7,59.7,2.18,398,29.9
12.7,59.7,2.18,398,29.9
12.7,59.7,2.18,398,29.9
12.7,59.8,2.18,398,29.9
12.7,59.8,2.18,398,29.9
12.6,59.8,2.16,399,29.9
12.7,59.8,2.18,399,29.9
12.7,59.8,2.18,399,29.9
12.7,59.8,2.18,399,29.9
12.7,59.8,2.18,399,29.9
12.7,59.9,2.18,399,29.9
12.7,59.9,2.18,399,29.9
12.7,59.9,2.18,399,30.0
12.7,59.9,2.18,399,30.0
12.7,59.9,2.18,399,30.0
12.7,59.9,2.18,400,30.0
12.7,59.9,2.18,400,30.0
12.7,60.0,2.18,400,30.0
12.7,60.0,2.18,400,30.0
12.7,60.0,2.18,400,30.0
12.7,60.0,2.18,400,30.0
12.7,60.0,2.18,400,30.0
12.7,60.0,2.18,400,30.0
12.7,60.1,2.18,400,30.0
12.7,60.1,2.18,400,30.0
12.7,60.1,2.18,401,30.0
12.7,60.1,2.18,401,30.1
12.7,60.1,2.18,401,30.1
12.7,60.1,2.18,401,30.1
12.7,60.1,2.18,401,30.1
12.7,60.2,2.18,401,30.1
12.8,60.2,2.21,401,30.1
12.7,60.2,2.18,401,30.1
12.8,60.2,2.20,401,30.1
12.7,60.2,2.18,401,30.1
12.7,60.2,2.18,402,30.1
12.8,60.2,2.21,402,30.1
12.7,60.3,2.18,402,30.1
12.8,60.3,2.21,402,30.1
12.8,60.3,2.21,402,30.2
12.7,60.3,2.18,402,30.2
12.8,60.3,2.21,402,30.2
12.8,60.3,2.21,402,30.2
12.8,60.4,2.21,402,30.2
12.8,60.4,2.21,402,30.2
12.8,60.4,2.21,403,30.2
12.8,60.4,2.21,403,30.2
12.8,60.4,2.21,403,30.2
12.7,60.4,2.18,403,30.2
12.8,60.4,2.21,403,30.2
12.8,60.5,2.21,403,30.2
12.8,60.5,2.21,403,30.2
12.8,60.5,2.21,403,30.2
12.8,60.5,2.21,403,30.3
12.8,60.5,2.21,403,30.3
12.8,60.5,2.21,404,30.3
12.8,60.5,2.21,404,30.3
12.8,60.6,2.21,404,30.3
12.8,60.6,2.21,404,30.3
12.8,60.6,2.21,404,30.3
12.5,60.6,2.15,404,30.3
12.5,60.6,2.15,404,30.3
12.5,60.6,2.15,404,30.3
12.3,60.6,2.12,404,30.3
12.5,60.7,2.15,404,30.3
12.5,60.7,2.15,405,30.3
12.5,60.7,2.15,405,30.4
12.5,60.7,2.15,405,30.4
12.5,60.7,2.15,405,30.4
12.5,60.7,2.15,405,30.4
12.5,60.8,2.15,405,30.4
12.5,60.8,2.15,405,30.4
12.5,60.8,2.15,405,30.4
12.5,60.8,2.15,405,30.4
12.5,60.8,2.15,405,30.4
12.5,60.8,2.15,406,30.4
12.5,60.8,2.15,406,30.4
12.5,60.9,2.15,406,30.4
12.5,60.9,2.15,406,30.4
12.5,60.9,2.15,406,30.4
12.5,60.9,2.15,406,30.5
12.6,60.9,2.17,406,30.5
12.6,60.9,2.17,406,30.5
12.7,60.9,2.18,406,30.5
12.5,61.0,2.15,406,30.5
12.7,61.0,2.18,406,30.5
12.7,61.0,2.18,407,30.5
12.7,61.0,2.18,407,30.5
12.7,61.0,2.18,407,30.5
12.7,61.0,2.18,407,30.5
12.7,61.0,2.18,407,30.5
12.7,61.1,2.18,407,30.5
12.7,61.1,2.18,407,30.5
12.7,61.1,2.18,407,30.6
12.7,61.1,2.18,407,30.6
12.7,61.1,2.18,407,30.6
12.7,61.1,2.18,408,30.6
12.7,61.2,2.18,408,30.6
12.5,61.2,2.15,408,30.6
12.5,61.2,2.15,408,30.6
12.5,61.2,2.15,408,30.6
12.5,61.2,2.15,408,30.6
12.5,61.2,2.15,408,30.6
12.7,61.2,2.18,408,30.6
12.6,61.3,2.16,408,30.6
12.7,61.3,2.18,408,30.6
12.7,61.3,2.18,409,30.6
12.7,61.3,2.18,409,30.7
12.7,61.3,2.18,409,30.7
12.7,61.3,2.18,409,30.7
12.7,61.3,2.18,409,30.7
12.7,61.4,2.18,409,30.7
12.7,61.4,2.18,409,30.7
12.7,61.4,2.18,409,30.7
12.7,61.4,2.18,409,30.7
12.7,61.4,2.18,409,30.7
12.7,61.4,2.18,410,30.7
12.7,61.5,2.18,410,30.7
12.7,61.5,2.18,410,30.7
12.7,61.5,2.18,410,30.7
12.7,61.5,2.18,410,30.8
12.7,61.5,2.18,410,30.8
12.7,61.5,2.18,410,30.8
12.7,61.5,2.18,410,30.8
12.7,61.6,2.18,410,30.8
12.7,61.6,2.18,410,30.8
12.7,61.6,2.19,411,30.8
12.7,61.6,2.18,411,30.8
12.7,61.6,2.18,411,30.8
12.7,61.6,2.19,411,30.8
12.7,61.6,2.18,411,30.8
12.8,61.7,2.21,411,30.8
12.8,61.7,2.21,411,30.8
12.8,61.7,2.21,411,30.8
12.8,61.7,2.21,411,30.9
12.8,61.7,2.21,411,30.9
12.8,61.7,2.21,412,30.9
12.8,61.7,2.21,412,30.9
12.8,61.8,2.21,412,30.9
12.8,61.8,2.21,412,30.9
12.8,61.8,2.21,412,30.9
12.8,61.8,2.21,412,30.9
12.8,61.8,2.21,412,30.9
12.8,61.8,2.21,412,30.9
12.8,61.9,2.21,412,30.9
12.8,61.9,2.21,412,30.9
12.8,61.9,2.21,413,30.9
12.8,61.9,2.21,413,31.0
12.8,61.9,2.21,413,31.0
13.0,61.9,2.23,413,31.0
12.8,61.9,2.21,413,31.0
13.0,62.0,2.23,413,31.0
13.0,62.0,2.23,413,31.0
13.0,62.0,2.23,413,31.0
13.0,62.0,2.23,413,31.0
13.0,62.0,2.23,413,31.0
13.0,62.0,2.23,414,31.0
13.0,62.0,2.23,414,31.0
13.0,62.1,2.23,414,31.0
13.0,62.1,2.23,414,31.0
13.0,62.1,2.23,414,31.1
13.0,62.1,2.23,414,31.1
13.0,62.1,2.23,414,31.1
13.0,62.1,2.23,414,31.1
13.0,62.1,2.23,414,31.1
13.0,62.2,2.23,414,31.1
13.0,62.2,2.23,415,31.1
13.0,62.2,2.23,415,31.1
13.0,62.2,2.23,415,31.1
13.0,62.2,2.23,415,31.1
13.0,62.2,2.23,415,31.1
13.1,62.3,2.24,415,31.1
13.2,62.3,2.26,415,31.1
13.0,62.3,2.23,415,31.1
13.2,62.3,2.26,415,31.2
13.2,62.3,2.26,415,31.2
13.1,62.3,2.24,416,31.2
13.2,62.3,2.26,416,31.2
13.2,62.4,2.26,416,31.2
13.2,62.4,2.26,416,31.2
13.2,62.4,2.26,416,31.2
13.2,62.4,2.26,416,31.2
13.2,62.4,2.26,416,31.2
13.2,62.4,2.26,416,31.2
13.2,62.4,2.26,416,31.2
13.2,62.5,2.26,416,31.2
13.2,62.5,2.26,417,31.2
13.2,62.5,2.26,417,31.3
13.2,62.5,2.26,417,31.3
13.2,62.5,2.26,417,31.3
13.2,62.5,2.26,417,31.3
13.2,62.6,2.26,417,31.3
13.2,62.6,2.26,417,31.3
13.2,62.6,2.26,417,31.3
13.3,62.6,2.29,417,31.3
13.3,62.6,2.29,417,31.3
13.3,62.6,2.29,417,31.3
13.2,62.6,2.26,418,31.3
13.3,62.7,2.29,418,31.3
13.2,62.7,2.26,418,31.3
13.3,62.7,2.29,418,31.3
13.3,62.7,2.29,418,31.4
13.3,62.7,2.29,418,31.4
13.3,62.7,2.29,418,31.4
13.3,62.7,2.29,418,31.4
13.3,62.8,2.29,418,31.4
13.3,62.8,2.29,418,31.4
13.3,62.8,2.29,419,31.4
13.3,62.8,2.29,419,31.4
13.3,62.8,2.29,419,31.4
13.3,62.8,2.29,419,31.4
13.3,62.8,2.29,419,31.4
13.4,62.9,2.30,419,31.4
13.3,62.9,2.29,419,31.4
13.3,62.9,2.29,419,31.5
13.5,62.9,2.32,419,31.5
13.4,62.9,2.30,419,31.5
13.5,62.9,2.32,420,31.5
13.5,63.0,2.32,420,31.5
13.5,63.0,2.32,420,31.5
13.5,63.0,2.32,420,31.5
13.5,63.0,2.32,420,31.5
13.5,63.0,2.31,420,31.5
13.5,63.0,2.32,420,31.5
13.5,63.0,2.32,420,31.5
13.5,63.1,2.32,420,31.5
